State,Year,Quarter,Brands,User_Count,User_Percentage
nagaland,2022,1,Asus,3422,1.2376891165098758
nagaland,2022,1,Others,29371,10.623076283171118
nagaland,2021,2,Xiaomi,69897,31.296650353501658
nagaland,2021,2,Vivo,38629,17.296283195350522
nagaland,2021,2,Samsung,29348,13.14067977988421
nagaland,2021,2,Oppo,25763,11.535482253276438
nagaland,2021,2,Realme,15567,6.970184071604795
nagaland,2021,2,Apple,4432,1.9844450314994828
nagaland,2021,2,Huawei,4355,1.9499679856002365
nagaland,2021,2,Gionee,3847,1.7225090334337796
nagaland,2021,2,Asus,3569,1.5980334651222146
nagaland,2021,2,Micromax,2956,1.323560359456785
nagaland,2021,2,Others,24974,11.182204471269873
nagaland,2021,3,Xiaomi,75533,31.238187405137367
nagaland,2021,3,Vivo,42814,17.706588584639178
nagaland,2021,3,Samsung,30669,12.683780195784067
nagaland,2021,3,Oppo,28344,11.722229804340003
nagaland,2021,3,Realme,18070,7.473210999309337
nagaland,2021,3,Apple,4751,1.9648713590325768
nagaland,2021,3,Huawei,4623,1.911934391245549
nagaland,2021,3,Gionee,4004,1.6559345235879683
nagaland,2021,3,Asus,3519,1.4553530440824327
nagaland,2021,3,Micromax,2857,1.1815696638088977
nagaland,2021,3,Others,26613,11.006340029032618
nagaland,2021,1,Xiaomi,65272,31.409762858022788
nagaland,2021,1,Vivo,35635,17.148040498922082
nagaland,2021,1,Samsung,27338,13.155412688635664
nagaland,2021,1,Oppo,24014,11.555859254696642
nagaland,2021,1,Realme,13266,6.383777332922698
nagaland,2021,1,Huawei,4306,2.0721050200184785
nagaland,2021,1,Apple,4121,1.9830805358792731
nagaland,2021,1,Gionee,3806,1.8314983061287342
nagaland,2021,1,Asus,3633,1.7482483831228826
nagaland,2021,1,Micromax,3039,1.4624076070218663
nagaland,2021,1,Others,23378,11.24980751462889
nagaland,2021,4,Xiaomi,81701,31.424670179622293
nagaland,2021,4,Vivo,45835,17.62952421246971
nagaland,2021,4,Samsung,32050,12.327397207584907
nagaland,2021,4,Oppo,30262,11.639678449171122
nagaland,2021,4,Realme,21734,8.35955229047271
nagaland,2021,4,Apple,5329,2.0496942190084235
nagaland,2021,4,Huawei,4595,1.7673756682949344
nagaland,2021,4,Gionee,3855,1.4827493365129427
nagaland,2021,4,Asus,3465,1.3327435670602716
nagaland,2021,4,Infinix,3191,1.227354898265318
nagaland,2021,4,Others,27973,10.759259971537368
nagaland,2019,2,Xiaomi,19602,29.304390725209668
nagaland,2019,2,Vivo,10442,15.610470765872838
nagaland,2019,2,Samsung,10090,15.084241527260767
nagaland,2019,2,Oppo,7328,10.955135967469465
nagaland,2019,2,Realme,3058,4.571616510442361
nagaland,2019,2,Gionee,1735,2.593771957363472
nagaland,2019,2,Apple,1641,2.453244831143203
nagaland,2019,2,Huawei,1454,2.173685548130541
nagaland,2019,2,Asus,1388,2.0750175658907777
nagaland,2019,2,Lenovo,1342,2.0062489722085184
nagaland,2019,2,Others,8811,13.172175629008386
nagaland,2019,3,Xiaomi,23840,29.771345080360152
nagaland,2019,3,Vivo,12573,15.701137655007056
nagaland,2019,3,Samsung,11629,14.522272312898835
nagaland,2019,3,Oppo,8798,10.986925084606067
nagaland,2019,3,Realme,3780,4.720456560560461
nagaland,2019,3,Gionee,2031,2.536308802777327
nagaland,2019,3,Apple,1939,2.421419383843051
nagaland,2019,3,Huawei,1826,2.280305206238995
nagaland,2019,3,Asus,1716,2.1429374227306215
nagaland,2019,3,Lenovo,1459,1.8219963285337863
nagaland,2019,3,Others,10486,13.094896162443648
nagaland,2019,1,Xiaomi,15755,29.224091558309066
nagaland,2019,1,Vivo,8172,15.158316484576432
nagaland,2019,1,Samsung,8129,15.078555396857784
nagaland,2019,1,Oppo,5736,10.63975811986422
nagaland,2019,1,Realme,2537,4.705904175400197
nagaland,2019,1,Gionee,1456,2.700747528333735
nagaland,2019,1,Apple,1390,2.5783235332306953
nagaland,2019,1,Lenovo,1166,2.1628239134870433
nagaland,2019,1,Huawei,1124,2.0849177347851087
nagaland,2019,1,Asus,1053,1.953219194598505
nagaland,2019,1,Others,7393,13.713342360557215
nagaland,2019,4,Xiaomi,27943,30.00622825480005
nagaland,2019,4,Vivo,14840,15.93574159185602
nagaland,2019,4,Samsung,13324,14.307804647566686
nagaland,2019,4,Oppo,10459,11.23126154374812
nagaland,2019,4,Realme,4629,4.970791632661827
nagaland,2019,4,Gionee,2287,2.4558652978823936
nagaland,2019,4,Apple,2200,2.36244147588162
nagaland,2019,4,Huawei,2151,2.3098234611915296
nagaland,2019,4,Asus,1783,1.9146514324986041
nagaland,2019,4,Lenovo,1598,1.7159915811176496
nagaland,2019,4,Others,11910,12.7893990807955
nagaland,2018,2,Xiaomi,6300,28.07987163487253
nagaland,2018,2,Samsung,3501,15.604385808522018
nagaland,2018,2,Vivo,2875,12.81422713496167
nagaland,2018,2,Oppo,2141,9.542699233374934
nagaland,2018,2,Realme,1062,4.7334640755927975
nagaland,2018,2,Apple,685,3.0531288999821715
nagaland,2018,2,Gionee,660,2.9417008379390266
nagaland,2018,2,Lenovo,624,2.781244428596898
nagaland,2018,2,Micromax,550,2.451417364949189
nagaland,2018,2,Motorola,402,1.7917632376537707
nagaland,2018,2,Others,3636,16.206097343555
nagaland,2018,3,Xiaomi,9037,28.16142100342786
nagaland,2018,3,Samsung,4899,15.26643814272359
nagaland,2018,3,Vivo,4414,13.75506388282954
nagaland,2018,3,Oppo,3161,9.8504206918043
nagaland,2018,3,Realme,1524,4.7491430352134625
nagaland,2018,3,Gionee,952,2.9666562792147086
nagaland,2018,3,Apple,897,2.7952633219071363
nagaland,2018,3,Lenovo,826,2.5740105952009973
nagaland,2018,3,Micromax,747,2.327827983795575
nagaland,2018,3,Huawei,616,1.9196011218448117
nagaland,2018,3,Others,5017,15.634153942038017
nagaland,2018,1,Xiaomi,4166,27.636990845163854
nagaland,2018,1,Samsung,2382,15.8020432532838
nagaland,2018,1,Vivo,1872,12.41873424439432
nagaland,2018,1,Oppo,1342,8.90274645084251
nagaland,2018,1,Realme,725,4.809605944009553
nagaland,2018,1,Apple,467,3.0980496218654636
nagaland,2018,1,Gionee,445,2.952102958736898
nagaland,2018,1,Lenovo,432,2.8658617487063816
nagaland,2018,1,Micromax,346,2.295342974658352
nagaland,2018,1,Motorola,298,1.9769138914687543
nagaland,2018,1,Others,2599,17.241608066870107
nagaland,2018,4,Xiaomi,12421,28.88806195781101
nagaland,2018,4,Samsung,6536,15.201060539107381
nagaland,2018,4,Vivo,6312,14.680093960043724
nagaland,2018,4,Oppo,4430,10.303044398446403
nagaland,2018,4,Realme,2036,4.735214084703584
nagaland,2018,4,Gionee,1152,2.679256692327372
nagaland,2018,4,Apple,1148,2.669953717701235
nagaland,2018,4,Lenovo,1024,2.381561504290997
nagaland,2018,4,Huawei,849,1.9745563643975161
nagaland,2018,4,Asus,840,1.9536246714887084
nagaland,2018,4,Others,6249,14.533572109682073
nagaland,2020,2,Xiaomi,39533,30.36212127030452
nagaland,2020,2,Vivo,21565,16.562343996006298
nagaland,2020,2,Samsung,17859,13.716063131216158
nagaland,2020,2,Oppo,15078,11.580200453131601
nagaland,2020,2,Realme,7202,5.531277600706578
nagaland,2020,2,Huawei,2861,2.1973042509888256
nagaland,2020,2,Gionee,2853,2.191160093698399
nagaland,2020,2,Apple,2738,2.102837832648516
nagaland,2020,2,Asus,2406,1.8478553050958104
nagaland,2020,2,Micromax,2075,1.5936407972044084
nagaland,2020,2,Others,16035,12.315195268998886
nagaland,2020,3,Xiaomi,54400,31.425831571407116
nagaland,2020,3,Vivo,28624,16.535533141543333
nagaland,2020,3,Samsung,22931,13.24679676036648
nagaland,2020,3,Oppo,19865,11.475627650110336
nagaland,2020,3,Realme,10225,5.906785437824223
nagaland,2020,3,Huawei,3789,2.1888322761776022
nagaland,2020,3,Gionee,3469,2.003974443404619
nagaland,2020,3,Apple,3401,1.9646921539403603
nagaland,2020,3,Asus,3088,1.7838780862592865
nagaland,2020,3,Micromax,2778,1.604797060760459
nagaland,2020,3,Others,20536,11.863251418206186
nagaland,2020,1,Xiaomi,32305,30.151293131609158
nagaland,2020,1,Vivo,17452,16.288511615317848
nagaland,2020,1,Samsung,15066,14.061581251224997
nagaland,2020,1,Oppo,12210,11.395984805353592
nagaland,2020,1,Realme,5659,5.281726291031612
nagaland,2020,1,Apple,2480,2.3146635804485594
nagaland,2020,1,Huawei,2443,2.2801302931596092
nagaland,2020,1,Gionee,2380,2.2213303715595045
nagaland,2020,1,Asus,2036,1.900264132981156
nagaland,2020,1,Lenovo,1753,1.636131151825131
nagaland,2020,1,Others,13359,12.468383375488832
nagaland,2020,4,Xiaomi,60222,31.334942868441317
nagaland,2020,4,Vivo,32251,16.78096447228755
nagaland,2020,4,Samsung,25567,13.303119861801985
nagaland,2020,4,Oppo,22237,11.570441442753971
nagaland,2020,4,Realme,11862,6.172081503527796
nagaland,2020,4,Huawei,4083,2.1244822777696837
nagaland,2020,4,Apple,3816,1.9855558099361041
nagaland,2020,4,Gionee,3711,1.9309218057318875
nagaland,2020,4,Asus,3257,1.6946947780298458
nagaland,2020,4,Micromax,2988,1.5547276624971382
nagaland,2020,4,Others,22194,11.54806751722272
chhattisgarh,2022,1,Vivo,1531319,25.880160440469357
chhattisgarh,2022,1,Xiaomi,1301387,21.994179106470366
chhattisgarh,2022,1,Samsung,843988,14.263876337870066
chhattisgarh,2022,1,Oppo,702141,11.866581510339513
chhattisgarh,2022,1,Realme,629948,10.64647882587024
chhattisgarh,2022,1,Micromax,255953,4.325751006302053
chhattisgarh,2022,1,OnePlus,99485,1.6813529783278949
chhattisgarh,2022,1,Apple,96555,1.6318343149464736
chhattisgarh,2022,1,Tecno,57754,0.9760753873483364
chhattisgarh,2022,1,Infinix,53501,0.9041972728905936
chhattisgarh,2022,1,Others,344930,5.829512819165108
chhattisgarh,2021,2,Vivo,1169224,24.17222876316271
chhattisgarh,2021,2,Xiaomi,1101581,22.773795212169386
chhattisgarh,2021,2,Samsung,778803,16.100767925938406
chhattisgarh,2021,2,Oppo,550796,11.387011311634868
chhattisgarh,2021,2,Realme,397105,8.209644091291086
chhattisgarh,2021,2,Micromax,302906,6.262198796581804
chhattisgarh,2021,2,Apple,69177,1.4301470626238486
chhattisgarh,2021,2,OnePlus,61100,1.263165293758289
chhattisgarh,2021,2,Motorola,41735,0.8628183884615743
chhattisgarh,2021,2,Huawei,34225,0.7075586281322003
chhattisgarh,2021,2,Others,330403,6.830664526245825
chhattisgarh,2021,3,Vivo,1306833,25.102034465828826
chhattisgarh,2021,3,Xiaomi,1175329,22.57606677110857
chhattisgarh,2021,3,Samsung,796963,15.30830082649454
chhattisgarh,2021,3,Oppo,605302,11.626819697876561
chhattisgarh,2021,3,Realme,464310,8.91860369521506
chhattisgarh,2021,3,Micromax,283826,5.451813685680062
chhattisgarh,2021,3,Apple,75098,1.4425045773368237
chhattisgarh,2021,3,OnePlus,74197,1.4251979030687942
chhattisgarh,2021,3,Motorola,41449,0.7961646412159313
chhattisgarh,2021,3,Infinix,38832,0.7458965318269932
chhattisgarh,2021,3,Others,343945,6.606597204347836
chhattisgarh,2021,1,Vivo,1059097,23.459630869160634
chhattisgarh,2021,1,Xiaomi,1035868,22.945094650608667
chhattisgarh,2021,1,Samsung,741544,16.425642328550502
chhattisgarh,2021,1,Oppo,511992,11.340928477715725
chhattisgarh,2021,1,Realme,338436,7.496559458515365
chhattisgarh,2021,1,Micromax,315253,6.98304216742706
chhattisgarh,2021,1,Apple,63748,1.4120562598584
chhattisgarh,2021,1,OnePlus,54838,1.2146944402665958
chhattisgarh,2021,1,Motorola,42166,0.9340020746249184
chhattisgarh,2021,1,Huawei,35061,0.7766220826833056
chhattisgarh,2021,1,Others,316548,7.011727190588831
chhattisgarh,2021,4,Vivo,1423389,25.57530966326181
chhattisgarh,2021,4,Xiaomi,1243356,22.340494918588348
chhattisgarh,2021,4,Samsung,821562,14.761742965253138
chhattisgarh,2021,4,Oppo,651316,11.702780047223232
chhattisgarh,2021,4,Realme,551719,9.913231219368102
chhattisgarh,2021,4,Micromax,262792,4.721820090662424
chhattisgarh,2021,4,OnePlus,87470,1.5716521177594533
chhattisgarh,2021,4,Apple,87360,1.5696756488792252
chhattisgarh,2021,4,Infinix,47609,0.8554336992615732
chhattisgarh,2021,4,Tecno,44668,0.802590108563842
chhattisgarh,2021,4,Others,344240,6.185269521178852
chhattisgarh,2019,2,Xiaomi,521922,23.820459995271708
chhattisgarh,2019,2,Vivo,406013,18.530386578952893
chhattisgarh,2019,2,Samsung,388144,17.714847476068726
chhattisgarh,2019,2,Oppo,225563,10.294669352726023
chhattisgarh,2019,2,Micromax,208017,9.493871932657436
chhattisgarh,2019,2,Realme,126313,5.764910778589052
chhattisgarh,2019,2,Apple,37139,1.695019684482348
chhattisgarh,2019,2,OnePlus,35168,1.6050634713879
chhattisgarh,2019,2,Motorola,28701,1.3099103358821689
chhattisgarh,2019,2,Lenovo,27225,1.242545865802308
chhattisgarh,2019,2,Others,186861,8.528314528179434
chhattisgarh,2019,3,Xiaomi,582178,23.908177957157488
chhattisgarh,2019,3,Vivo,463726,19.04373530322481
chhattisgarh,2019,3,Samsung,424913,17.44981023039287
chhattisgarh,2019,3,Oppo,254200,10.439176397441047
chhattisgarh,2019,3,Micromax,225367,9.255097825185272
chhattisgarh,2019,3,Realme,145376,5.970124736248582
chhattisgarh,2019,3,Apple,40822,1.6764282411342974
chhattisgarh,2019,3,OnePlus,38300,1.572857812832384
chhattisgarh,2019,3,Motorola,30550,1.2545902397396695
chhattisgarh,2019,3,Lenovo,26475,1.0872430964683388
chhattisgarh,2019,3,Others,203151,8.34275816017524
chhattisgarh,2019,1,Xiaomi,454437,23.806248421864343
chhattisgarh,2019,1,Vivo,344150,18.02872652179425
chhattisgarh,2019,1,Samsung,336551,17.63064343930372
chhattisgarh,2019,1,Oppo,192191,10.068164983147344
chhattisgarh,2019,1,Micromax,187241,9.808853066009814
chhattisgarh,2019,1,Realme,109520,5.737341649475248
chhattisgarh,2019,1,Apple,32769,1.7166448914504597
chhattisgarh,2019,1,OnePlus,31894,1.6708069262998861
chhattisgarh,2019,1,Motorola,25968,1.3603660331772573
chhattisgarh,2019,1,Lenovo,24737,1.2958785644911357
chhattisgarh,2019,1,Others,169440,8.87632550298654
chhattisgarh,2019,4,Xiaomi,649776,23.837118016068086
chhattisgarh,2019,4,Vivo,534907,19.623133643934114
chhattisgarh,2019,4,Samsung,473054,17.354048204262813
chhattisgarh,2019,4,Oppo,290835,10.669320224513005
chhattisgarh,2019,4,Micromax,243335,8.926776477493672
chhattisgarh,2019,4,Realme,169406,6.214681389632782
chhattisgarh,2019,4,Apple,44369,1.6276826002421216
chhattisgarh,2019,4,OnePlus,41107,1.508015701236289
chhattisgarh,2019,4,Motorola,32554,1.1942477713782604
chhattisgarh,2019,4,Lenovo,27622,1.0133167027403793
chhattisgarh,2019,4,Others,218935,8.031659268498476
chhattisgarh,2018,2,Xiaomi,229221,24.111394535461645
chhattisgarh,2018,2,Samsung,174661,18.37231440818366
chhattisgarh,2018,2,Vivo,152196,16.009256580850447
chhattisgarh,2018,2,Oppo,90864,9.557840481762959
chhattisgarh,2018,2,Micromax,73053,7.684329555315959
chhattisgarh,2018,2,Realme,54968,5.7819970021300655
chhattisgarh,2018,2,Apple,20055,2.1095537381334317
chhattisgarh,2018,2,OnePlus,19998,2.103557998264391
chhattisgarh,2018,2,Lenovo,17504,1.841218081889184
chhattisgarh,2018,2,Motorola,16136,1.697320325032214
chhattisgarh,2018,2,Others,102019,10.731217292976043
chhattisgarh,2018,3,Xiaomi,298538,24.514695448812276
chhattisgarh,2018,3,Samsung,222989,18.310926660710532
chhattisgarh,2018,3,Vivo,205795,16.899027091654403
chhattisgarh,2018,3,Oppo,119608,9.821710111414756
chhattisgarh,2018,3,Micromax,92998,7.63660789363044
chhattisgarh,2018,3,Realme,70527,5.791383093336136
chhattisgarh,2018,3,OnePlus,23810,1.9551778957326047
chhattisgarh,2018,3,Apple,23566,1.935141633382384
chhattisgarh,2018,3,Motorola,19369,1.5905014977927265
chhattisgarh,2018,3,Lenovo,18890,1.5511680155560228
chhattisgarh,2018,3,Others,121702,9.993660657977717
chhattisgarh,2018,1,Xiaomi,161753,23.8130149883035
chhattisgarh,2018,1,Samsung,125715,18.507558927837966
chhattisgarh,2018,1,Vivo,103265,15.202506245739869
chhattisgarh,2018,1,Oppo,62998,9.274463646628773
chhattisgarh,2018,1,Micromax,53452,7.8691169694212695
chhattisgarh,2018,1,Realme,40116,5.905812623387407
chhattisgarh,2018,1,OnePlus,15860,2.3348835428987003
chhattisgarh,2018,1,Apple,15418,2.269813017932671
chhattisgarh,2018,1,Lenovo,13258,1.9518213122163286
chhattisgarh,2018,1,Motorola,12182,1.7934143328872616
chhattisgarh,2018,1,Others,75246,11.077594392746255
chhattisgarh,2018,4,Xiaomi,378100,23.93041003849372
chhattisgarh,2018,4,Samsung,280138,17.730275607943806
chhattisgarh,2018,4,Vivo,275135,17.41362963750587
chhattisgarh,2018,4,Oppo,155513,9.842607395705565
chhattisgarh,2018,4,Micromax,154018,9.747987022768383
chhattisgarh,2018,4,Realme,91037,5.761842736509793
chhattisgarh,2018,4,Apple,28128,1.780255418044833
chhattisgarh,2018,4,OnePlus,27785,1.7585465298057341
chhattisgarh,2018,4,Motorola,22980,1.4544322208002796
chhattisgarh,2018,4,Lenovo,22246,1.4079764657929947
chhattisgarh,2018,4,Others,144918,9.172036926629021
